"ID","preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
"1164","503000","2","  1.75 ","66","5365","  1.00 ","4","3","136","450","1948","2003"
"1165","235750","2","  1.00 ","17","1013","  1.00 ","0","2","67","0","1938","0"
"1166","657000","4","  1.75 ","64","767","  1.00 ","2","3","123","457","1954","2005"
"1167","385000","3","  1.00 ","29","657","  1.00 ","0","4","113","0","1956","0"
"1168","389950","4","  2.50 ","73","725","  2.00 ","0","3","283","0","1991","0"
"1169","150000","2","  1.00 ","19","924","  1.00 ","0","3","74","0","1954","2005"
"1170","254500","4","  2.75 ","60","654","  2.00 ","0","3","155","283","1998","2006"
"1171","555000","4","  2.25 ","55","733","  1.00 ","0","4","129","307","1977","0"
"1173","245000","4","  2.00 ","37","720","  1.00 ","0","3","94","180","1967","2011"
"1174","319950","2","  1.00 ","25","524","  1.00 ","2","5","96","0","1949","0"
"1175","337000","3","  1.00 ","25","550","  1.00 ","0","5","96","0","1951","0"
"1176","492000","4","  2.00 ","38","450","  2.00 ","0","3","148","0","1907","1983"
"1177","1170000","3","  2.75 ","67","1092","  2.00 ","3","4","255","20","1987","0"
"1178","348580","3","  1.00 ","28","709","  1.00 ","0","3","110","0","1966","1963"
"1179","180000","2","  1.00 ","33","405","  1.00 ","0","3","81","167","1922","2008"
"1180","400000","3","  1.00 ","24","563","  1.00 ","0","3","94","0","1942","1999"
"1181","295000","4","  2.00 ","23","958","  1.00 ","0","5","88","0","1978","0"
"1182","910000","4","  3.25 ","78","980","  1.50 ","0","3","202","367","1963","2000"
"1183","1150000","6","  4.50 ","140","19759","  2.00 ","0","3","369","647","1996","0"
"1184","431500","3","  3.50 ","44","145","  2.00 ","0","3","129","157","2008","0"
"1186","677000","3","  2.00 ","46","289","  1.00 ","0","4","99","300","1916","0"
"1187","1180500","3","  1.75 ","37","648","  1.00 ","0","3","98","173","1973","2013"
"1188","635700","4","  2.50 ","75","1258","  1.00 ","0","3","167","460","1977","2004"
"1189","482000","5","  2.25 ","52","864","  1.00 ","0","3","119","303","1978","0"
"1191","805000","4","  2.75 ","56","540","  1.00 ","0","5","127","333","1950","0"
"1192","398000","2","  1.00 ","14","985","  1.50 ","0","3","53","0","1983","2009"
"1193","665000","4","  2.50 ","60","1565","  2.00 ","0","3","234","0","1996","0"
"1194","592500","4","  3.00 ","50","742","  1.00 ","0","4","123","267","1968","0"
"1195","940000","4","  2.75 ","48","360","  1.50 ","0","3","187","0","1912","2000"
"1197","622500","4","  2.50 ","69","730","  2.00 ","0","3","268","0","2000","0"
"1198","380000","2","  2.50 ","29","89","  2.00 ","0","3","95","57","2011","0"
"1199","648360","4","  1.75 ","53","630","  1.00 ","1","4","102","377","1947","1988"
"1200","432000","3","  2.75 ","51","1343","  1.00 ","0","3","99","367","1982","0"
"1202","353250","2","  1.00 ","25","144","  2.00 ","0","3","95","0","1979","2014"
"1203","1000000","4","  3.00 ","99","1682","  2.00 ","0","3","383","0","1996","0"
"1204","320000","3","  2.25 ","23","76","  2.00 ","0","3","72","67","2007","0"
"1205","349900","4","  2.50 ","48","335","  2.00 ","0","3","185","0","2014","0"
"1206","330000","4","  3.50 ","73","558","  2.00 ","0","3","284","0","2005","0"
"1207","408000","3","  2.25 ","45","650","  1.00 ","0","4","176","0","2006","0"
"1208","321000","3","  2.25 ","31","116","  3.00 ","0","3","121","0","2010","0"
"1209","1051000","4","  3.75 ","90","493","  2.50 ","0","3","347","0","2007","0"
"1210","2150000","4","  5.50 ","118","929","  2.00 ","0","3","455","0","2008","0"
"1211","359000","3","  1.50 ","32","80","  3.00 ","0","3","122","0","2008","0"
"1212","300000","5","  2.50 ","64","540","  2.00 ","0","3","248","0","2006","0"
"1213","380000","5","  3.50 ","56","420","  2.00 ","0","3","218","0","2013","1923"
"1214","660000","3","  2.50 ","57","390","  2.00 ","0","3","221","0","2010","0"
"1215","355000","3","  2.25 ","30","86","  3.00 ","0","3","115","0","2005","0"
"1216","259000","3","  2.50 ","36","321","  2.00 ","0","3","140","0","2011","0"
"1217","353000","1","  1.00 ","13","115","  2.00 ","0","3","50","0","2008","0"
"1218","430000","2","  2.50 ","35","143","  2.00 ","0","3","112","93","2007","0"
"1219","460000","3","  1.00 ","39","360","  1.50 ","0","4","105","167","1939","1989"
"1220","80000","1","  0.75 ","10","455","  1.00 ","0","2","39","0","1912","0"
"1221","782000","4","  2.50 ","55","865","  2.00 ","0","4","214","0","1991","0"
"1224","980000","4","  3.00 ","85","527","  1.00 ","3","3","185","540","1967","2011"
"1225","902000","4","  2.25 ","59","828","  1.00 ","0","5","141","320","1976","0"
"1226","556000","5","  2.50 ","89","1521","  2.00 ","0","3","346","0","1991","0"
"1227","662990","3","  1.75 ","29","324","  1.50 ","0","5","112","0","1926","0"
"1228","225000","2","  1.00 ","30","1068","  1.50 ","0","4","117","0","1975","0"
"1229","439950","4","  2.50 ","55","1086","  2.00 ","0","3","214","0","2002","0"
"1230","175000","2","  1.00 ","30","3999","  1.00 ","0","5","117","0","1958","0"
"1231","306000","2","  1.00 ","18","1215","  1.00 ","0","4","70","0","1946","1989"
"1232","235000","4","  2.50 ","42","3568","  1.00 ","0","3","111","193","1970","2014"
"1233","399500","3","  1.75 ","56","1141","  2.00 ","0","3","218","0","1911","1986"
"1234","478000","3","  1.00 ","30","232","  1.50 ","0","3","115","0","1910","2014"
"1235","515000","2","  1.00 ","39","585","  1.00 ","0","4","103","180","1941","1998"
"1236","550000","3","  2.50 ","58","486","  2.00 ","0","3","226","0","1992","0"
"1238","526000","3","  1.75 ","39","308","  1.00 ","0","3","86","240","1992","0"
"1239","527550","1","  0.75 ","19","5371","  1.00 ","0","3","74","0","1999","0"
"1240","1050000","3","  4.00 ","102","3849","  2.00 ","0","5","394","0","1983","0"
"1241","625000","3","  2.50 ","60","908","  1.00 ","0","3","234","0","1984","0"
"1243","377691","5","  1.75 ","49","756","  1.00 ","0","4","119","267","1942","1982"
"1244","648475","4","  2.75 ","52","513","  1.00 ","0","3","108","350","1951","1994"
"1245","383000","3","  1.00 ","42","505","  1.00 ","0","4","108","200","1942","1982"
"1246","535000","3","  2.50 ","51","686","  2.00 ","0","3","199","0","1994","0"
"1247","449950","3","  2.00 ","36","367","  2.00 ","0","3","140","0","1923","1982"
"1249","675000","4","  2.50 ","59","3294","  2.00 ","0","4","230","0","1987","0"
"1250","599000","3","  2.75 ","46","225","  1.50 ","0","5","127","183","1926","0"
"1251","416000","3","  1.50 ","26","879","  1.00 ","0","4","100","0","1963","0"
"1252","595000","2","  1.50 ","24","405","  1.00 ","0","3","75","67","1924","2011"
"1253","200000","4","  1.00 ","31","1036","  1.00 ","0","3","122","0","1966","1963"
"1254","402000","3","  2.00 ","36","164","  2.00 ","0","3","139","0","2005","0"
"1255","433000","4","  1.75 ","43","864","  1.00 ","0","4","91","273","1966","0"
"1257","410000","3","  2.00 ","38","868","  1.50 ","0","3","149","0","1983","2009"
"1258","554820","4","  2.00 ","82","1161","  1.00 ","2","3","199","433","1965","1982"
"1259","1325000","4","  3.00 ","78","713","  1.00 ","3","3","167","503","1988","2000"
"1260","735000","3","  2.50 ","56","824","  2.00 ","0","3","215","0","1984","0"
"1261","607000","3","  1.00 ","29","730","  1.00 ","0","4","111","0","1951","1999"
"1262","549900","4","  3.00 ","66","19249","  2.00 ","0","4","255","0","1987","0"
"1264","661254","4","  4.00 ","53","563","  1.50 ","0","5","152","200","1940","0"
"1265","945000","4","  2.00 ","66","1203","  1.00 ","0","3","128","473","1952","2008"
"1266","799950","4","  3.50 ","98","17714","  2.00 ","0","3","380","0","1993","0"
"1267","132500","3","  1.00 ","25","945","  1.00 ","0","3","97","0","1967","2011"
"1268","467100","3","  1.75 ","38","778","  1.00 ","0","3","107","143","1973","2013"
"1269","1610000","4","  3.50 ","102","1044","  2.00 ","3","3","275","443","1990","2009"
"1270","641000","3","  1.75 ","38","358","  1.00 ","0","5","85","227","1926","0"
"1271","350000","3","  1.00 ","23","1012","  1.00 ","0","4","91","0","1947","1988"
"1272","335000","4","  2.50 ","41","763","  1.00 ","0","4","112","170","1983","0"
"1273","900000","3","  3.50 ","95","19593","  1.50 ","3","3","367","0","2000","0"
"1274","440000","4","  2.50 ","59","936","  1.00 ","0","4","115","427","1965","0"
"1276","1200000","4","  3.50 ","110","15525","  2.00 ","0","3","427","0","2003","0"
"1277","300000","2","  1.00 ","31","701","  1.00 ","2","3","121","0","1947","2012"
"1278","670500","4","  2.00 ","37","608","  1.00 ","0","3","143","0","1951","1994"
"1279","552000","3","  1.00 ","33","450","  1.00 ","0","4","97","117","1919","1985"
"1280","244000","4","  1.00 ","34","806","  1.00 ","0","3","131","0","1943","2002"
"1281","788600","4","  2.75 ","81","648","  2.00 ","0","3","315","0","2005","0"
"1282","445000","3","  2.00 ","38","783","  1.00 ","0","3","147","0","1987","2000"
"1283","530000","4","  1.75 ","42","450","  1.00 ","0","4","85","290","1951","1999"
"1284","90000","2","  1.00 ","13","675","  1.00 ","0","3","52","0","1943","2002"
"1286","498000","2","  2.00 ","26","745","  1.00 ","0","3","103","0","1924","2009"
"1288","462000","3","  1.75 ","30","232","  1.00 ","0","5","74","160","1919","1934"
"1289","388000","4","  2.50 ","57","644","  2.00 ","0","3","220","0","1993","0"
"1290","255000","3","  2.00 ","35","753","  1.50 ","0","3","134","0","1984","0"
"1291","665000","3","  2.75 ","42","860","  1.00 ","0","4","119","160","1966","0"
"1292","550000","3","  2.00 ","43","824","  1.00 ","0","5","165","0","1959","0"
"1293","606000","3","  1.00 ","35","353","  1.00 ","0","3","90","167","1947","2012"
"1294","334000","4","  2.50 ","51","547","  1.00 ","2","4","127","267","1965","0"
"1295","360000","3","  2.00 ","30","119","  3.00 ","0","3","114","0","2006","0"
"1297","580000","3","  2.50 ","38","106","  3.00 ","4","3","132","50","2008","0"
"1298","355000","3","  2.00 ","28","107","  3.00 ","0","3","110","0","2007","0"
"1299","375000","2","  2.50 ","17","129","  2.00 ","0","3","68","0","2006","0"
"1300","372000","4","  1.75 ","46","837","  1.00 ","0","5","121","207","1979","0"
"1301","479000","3","  1.00 ","32","270","  1.50 ","0","3","123","0","1924","2011"
"1302","2000000","5","  4.00 ","106","400","  3.00 ","4","3","412","0","2004","2003"
"1303","1680000","4","  4.25 ","130","6143","  2.00 ","0","3","503","0","1998","2006"
"1304","501000","2","  1.00 ","23","389","  1.00 ","0","5","91","0","1924","1956"
"1305","245000","3","  1.75 ","29","622","  1.00 ","0","3","113","0","1994","0"
"1306","496700","3","  2.50 ","40","520","  2.00 ","0","4","157","0","1989","0"
"1307","347000","4","  1.50 ","62","902","  2.00 ","0","3","240","0","1996","0"
"1308","199000","2","  1.00 ","17","648","  1.00 ","0","5","65","0","1943","0"
"1309","440500","3","  2.50 ","57","396","  2.00 ","0","3","221","0","2007","0"
"1310","820000","4","  2.50 ","85","630","  2.00 ","0","3","330","0","2005","0"
"1311","325000","4","  3.50 ","61","309","  1.50 ","3","3","148","330","1984","0"
"1312","195000","3","  1.75 ","36","761","  1.00 ","0","3","141","0","1991","0"
"1313","675000","3","  3.00 ","69","2520","  1.00 ","0","3","164","387","1981","2013"
"1315","355300","3","  2.50 ","38","667","  1.00 ","0","5","146","0","1955","0"
"1316","276000","3","  1.00 ","26","450","  1.00 ","0","3","103","0","1960","2012"
"1317","460000","2","  1.50 ","63","1789","  1.00 ","0","4","141","387","1976","1992"
"1318","880000","3","  2.00 ","49","3165","  1.00 ","0","4","192","0","1989","0"
"1319","370000","3","  2.50 ","41","365","  2.00 ","0","3","160","0","2001","0"
"1320","346000","4","  2.50 ","49","352","  2.00 ","0","3","189","0","2009","0"
"1321","172500","3","  1.00 ","26","792","  1.00 ","0","3","103","0","1972","2002"
"1322","379950","3","  1.50 ","39","823","  1.00 ","0","4","103","183","1956","0"
"1323","468000","2","  1.00 ","27","540","  1.00 ","0","4","77","100","1942","1982"
"1324","477000","4","  2.75 ","40","564","  2.00 ","0","3","155","0","1978","0"
"1325","529000","3","  1.00 ","28","300","  1.50 ","0","4","109","0","1924","0"
"1326","312000","3","  1.50 ","29","124","  3.00 ","0","3","113","0","2004","2003"
"1327","326100","2","  1.00 ","20","691","  1.00 ","0","3","79","0","1942","1999"
"1328","360000","3","  1.00 ","24","829","  1.50 ","0","3","95","0","1954","2005"
"1329","438000","3","  1.75 ","38","1165","  1.00 ","0","4","149","0","1961","2001"
"1330","360000","3","  1.00 ","36","852","  1.00 ","0","3","141","0","1954","2005"
"1331","1050000","4","  2.50 ","68","648","  1.00 ","3","3","132","483","1921","2006"
"1332","688000","4","  3.00 ","70","360","  1.50 ","3","3","177","343","1913","2014"
"1333","585000","3","  1.75 ","43","696","  1.00 ","0","4","167","0","1983","0"
"1335","375000","3","  1.75 ","33","790","  1.00 ","0","3","130","0","1973","2013"
"1336","326500","3","  1.00 ","42","1114","  2.00 ","0","3","163","0","1970","2014"
"1337","160000","2","  1.00 ","27","842","  1.00 ","0","3","106","0","1918","0"
"1338","1570000","4","  3.75 ","71","527","  2.00 ","0","5","216","223","1927","0"
"1339","735000","5","  2.75 ","79","469","  2.00 ","0","3","305","0","2004","2003"
"1340","400000","2","  1.00 ","34","551","  1.00 ","0","2","132","0","1940","0"
"1341","800000","4","  2.50 ","62","648","  1.00 ","0","3","124","433","1952","2013"
"1342","949880","4","  2.25 ","53","962","  2.00 ","0","3","206","0","1978","0"
"1343","405000","3","  1.75 ","46","729","  1.00 ","0","4","118","223","1949","1985"
"1344","399000","4","  2.50 ","67","836","  2.00 ","0","3","229","110","1979","2014"
"1345","730001","3","  2.00 ","43","428","  1.00 ","0","5","91","277","1951","0"
"1347","260000","3","  2.00 ","38","722","  1.00 ","0","3","147","0","2003","0"
"1348","751750","2","  2.00 ","44","486","  1.50 ","0","3","169","0","1902","0"
"1349","325000","3","  1.75 ","41","1179","  1.00 ","0","4","160","0","1983","0"
"1350","344950","4","  2.00 ","54","563","  1.00 ","0","4","126","310","1941","1998"
"1351","457500","3","  1.75 ","43","363","  1.00 ","0","5","95","263","1925","0"
"1352","389000","5","  2.00 ","54","968","  1.00 ","0","4","107","380","1962","0"
"1353","515000","4","  2.50 ","74","583","  2.00 ","0","3","288","0","2005","0"
"1354","732000","3","  2.50 ","54","179","  2.00 ","4","3","127","307","2004","2003"
"1355","415000","3","  2.25 ","45","798","  1.00 ","0","3","122","200","1964","2000"
"1356","1655000","4","  3.50 ","72","433","  2.00 ","3","3","207","260","1937","2009"
"1357","535000","2","  1.00 ","24","497","  1.00 ","0","3","94","0","1951","1994"
"1358","540000","4","  4.25 ","46","321","  2.00 ","0","3","176","0","1940","2003"
"1359","525000","5","  3.00 ","64","342","  1.50 ","0","5","158","333","1926","0"
"1360","570000","3","  1.75 ","45","3259","  1.00 ","0","3","174","0","1977","2004"
"1361","569950","5","  4.50 ","113","3681","  2.00 ","0","3","437","0","2001","0"
"1362","283200","4","  2.50 ","46","577","  2.00 ","0","3","178","0","2004","2003"
"1363","1100000","3","  2.75 ","61","365","  1.50 ","0","5","158","297","1926","0"
"1364","830000","4","  2.50 ","43","4560","  1.00 ","0","3","129","140","1978","0"
"1365","495000","4","  2.25 ","45","823","  1.00 ","0","4","129","170","1956","0"
"1366","292050","5","  3.00 ","66","648","  1.00 ","0","3","154","377","2003","0"
"1367","415000","5","  1.50 ","44","920","  1.00 ","0","3","102","257","1961","2004"
"1368","295832","5","  1.00 ","33","576","  1.00 ","0","5","86","150","1955","0"
"1369","450000","4","  2.50 ","59","766","  2.00 ","0","3","227","0","1999","0"
"1370","1381000","4","  3.75 ","73","857","  2.50 ","0","3","284","0","1997","0"
"1371","857000","4","  3.00 ","86","2614","  2.00 ","0","3","335","0","1991","0"
"1372","499950","3","  3.50 ","42","135","  2.00 ","0","3","129","130","2014","0"
"1373","465000","3","  2.00 ","36","778","  1.00 ","0","5","140","0","1967","0"
"1374","329000","3","  1.00 ","37","536","  1.00 ","0","4","104","150","1964","0"
"1375","475000","3","  2.00 ","29","1035","  1.00 ","0","4","111","0","1984","0"
"1376","255000","3","  1.00 ","22","729","  1.00 ","0","3","86","0","1955","2005"
"1377","435000","3","  1.00 ","30","360","  1.50 ","2","3","114","0","1928","1954"
"1378","685000","3","  2.50 ","65","693","  2.00 ","0","3","253","0","2001","0"
"1379","715000","2","  2.50 ","50","502","  1.00 ","0","3","194","0","2002","0"
"1380","780000","3","  3.00 ","59","194","  1.50 ","0","3","140","320","1925","2006"
"1381","345000","2","  1.50 ","27","76","  2.00 ","0","3","89","63","2005","0"
"1382","355000","4","  2.25 ","42","447","  2.00 ","0","3","163","0","2003","0"
"1383","282000","3","  2.50 ","39","1414","  1.00 ","0","3","112","147","1994","0"
"1384","244000","3","  1.00 ","21","473","  1.00 ","0","4","82","0","1971","0"
"1385","967500","3","  3.75 ","75","522","  2.00 ","2","4","213","293","1951","1999"
"1386","375000","3","  1.50 ","46","656","  1.00 ","0","3","137","160","1965","1993"
"1387","1600000","3","  3.25 ","88","1710","  2.00 ","4","3","341","0","1985","0"
"1388","527500","3","  1.75 ","54","7096","  1.00 ","0","3","158","183","1977","2004"
"1390","313000","3","  1.75 ","31","558","  1.00 ","0","5","119","0","1948","1985"
"1391","587000","3","  2.25 ","55","19602","  2.00 ","0","3","213","0","1979","2014"
"1392","304000","3","  1.00 ","21","675","  1.00 ","0","4","81","0","1972","0"
"1394","305000","4","  1.00 ","49","836","  1.00 ","0","4","95","350","1968","0"
"1395","280000","3","  1.00 ","28","563","  1.00 ","0","3","83","93","1943","2002"
"1396","960000","5","  4.00 ","86","1368","  2.00 ","0","3","335","0","2005","0"
"1397","500000","3","  2.25 ","41","409","  2.00 ","0","3","158","0","1988","2000"
"1398","274950","3","  1.75 ","39","667","  1.00 ","0","3","119","117","1987","2000"
